Aberta;2157923
Aberta;2157886
Aberta;2157838
Aberta;2157799
Aberta;2157798
Aberta;2157797
Aberta;2157786
Aberta;2157782
Aberta;2157719
Aberta;2157711
Aberta;2157697
Aberta;2157653
Aberta;2157615
Aberta;2157607
Aberta;2157606
Aberta;2157596
Aberta;2157585
Aberta;2157530
Aberta;2157513
Aberta;2157505
Aberta;2157497
Aberta;2157352
Aberta;2157274
Aberta;2157273
Aberta;2157252
Aberta;2157204
Aberta;2157196
Aberta;2157180
Aberta;2157146
Aberta;2157123
Aberta;2157080
Aberta;2157073
Aberta;2157065
Aberta;2157056
Aberta;2157048
Aberta;2157036
Aberta;2156997
Aberta;2156978
Aberta;2156977
Aberta;2156906
Aberta;2156852
Aberta;2156827
Aberta;2156796
Aberta;2156794
Aberta;2156780
Aberta;2156745
Aberta;2156731
Aberta;2156726
Aberta;2156699
Aberta;2156668
Aberta;2156667
Aberta;2156630
Aberta;2156614
Aberta;2156607
Aberta;2156590
Aberta;2156571
Aberta;2156562
Aberta;2156536
Aberta;2156525
Aberta;2156517
Aberta;2156495
Aberta;2156479
Aberta;2156445
Aberta;2156432
Aberta;2156382
Aberta;2156371
Aberta;2156362
Aberta;2156347
Aberta;2156318
Aberta;2156304
Aberta;2156291
Aberta;2156273
Aberta;2156258
Aberta;2156247
Aberta;2156157
Aberta;2156141
Aberta;2156068
Aberta;2156020
Aberta;2155987
Aberta;2155954
Aberta;2155843
Aberta;2155810
Aberta;2155796
Aberta;2155773
Aberta;2155743
Aberta;2155706
Aberta;2155696
Aberta;2155678
Aberta;2155667
Aberta;2155659
Aberta;2155641
Aberta;2155632
Aberta;2155630
Aberta;2155617
Aberta;2155611
Aberta;2155608
Aberta;2155576
Aberta;2155526
Aberta;2155523
Aberta;2155510
Aberta;2155448
Aberta;2158935
Aberta;2158871
Aberta;2158862
Aberta;2158642
Aberta;2158634
Aberta;2158622
Aberta;2158616
Aberta;2158574
Aberta;2158480
Aberta;2158469
Aberta;2158416
Aberta;2158410
Aberta;2158386
Aberta;2158379
Aberta;2158376
Aberta;2158324
Aberta;2158307
Aberta;2158300
Aberta;2158297
Aberta;2158253
Aberta;2158247
Aberta;2158234
Aberta;2158202
Aberta;2158194
Aberta;2158136
Aberta;2158055
Aberta;2158051
Aberta;2158041
Aberta;2158025
Aberta;2157996
Aberta;2157907
Aberta;2157905
Aberta;2157868
Aberta;2157849
Aberta;2157780
Aberta;2157737
Aberta;2157668
Aberta;2157604
Aberta;2157568
Aberta;2157091
Aberta;2157076
Aberta;2157074
Aberta;2157019
Aberta;2157016
Aberta;2156981
Aberta;2156922
Aberta;2156908
Aberta;2156825
Aberta;2156730
Aberta;2156723
Aberta;2156676
Aberta;2156662
Aberta;2156578
Aberta;2156569
Aberta;2156468
Aberta;2156411
Aberta;2156375
Aberta;2156122
Aberta;2156107
Aberta;2156093
Aberta;2155980
Aberta;2155972
Aberta;2155944
Aberta;2155906
Aberta;2155886
Aberta;2155619
Aberta;2155536
Aberta;2155520
Aberta;2155441
Aberta;2155257
Aberta;2155249
Aberta;2155235
Aberta;2155234
Aberta;2155230
Aberta;2155227
Aberta;2155223
Aberta;2155222
Aberta;2155216
Aberta;2155214
Aberta;2155211
Aberta;2155192
Aberta;2155189
Aberta;2155181
Aberta;2162470
Aberta;2162464
Aberta;2162458
Aberta;2162456
Aberta;2162454
Aberta;2162450
Aberta;2162439
Aberta;2162435
Aberta;2162420
Aberta;2162390
Aberta;2162372
Aberta;2162347
Aberta;2162299
Aberta;2162279
Aberta;2162259
Aberta;2162231
Aberta;2162225
Aberta;2162194
Aberta;2162182
Aberta;2162177
Aberta;2162146
Aberta;2162123
Aberta;2162099
Aberta;2162097
Aberta;2162038
Aberta;2162033
Aberta;2162019
Aberta;2162005
Aberta;2162001
Aberta;2161993
Aberta;2161983
Aberta;2161982
Aberta;2161962
Aberta;2161960
Aberta;2161959
Aberta;2161957
Aberta;2161956
Aberta;2161938
Aberta;2161921
Aberta;2161919
Aberta;2161908
Aberta;2161907
Aberta;2161900
Aberta;2161893
Aberta;2161887
Aberta;2161859
Aberta;2161846
Aberta;2161842
Aberta;2161816
Aberta;2161812
Aberta;2161810
Aberta;2161806
Aberta;2161790
Aberta;2161789
Aberta;2161778
Aberta;2161746
Aberta;2161742
Aberta;2161740
Aberta;2161730
Aberta;2161724
Aberta;2161715
Aberta;2161708
Aberta;2161705
Aberta;2161691
Aberta;2161675
Aberta;2161674
Aberta;2161647
Aberta;2161620
Aberta;2161607
Aberta;2161606
Aberta;2161602
Aberta;2161595
Aberta;2161591
Aberta;2161588
Aberta;2161587
Aberta;2161585
Aberta;2161573
Aberta;2161571
Aberta;2161570
Aberta;2161569
Aberta;2161564
Aberta;2161563
Aberta;2161529
Aberta;2161527
Aberta;2161512
Aberta;2161505
Aberta;2161428
Aberta;2161320
Aberta;2161319
Aberta;2161314
Aberta;2161307
Aberta;2161304
Aberta;2161288
Aberta;2161282
Aberta;2161270
Aberta;2161261
Aberta;2161239
Aberta;2161229
Aberta;2161221
Aberta;2161160
Aberta;2161141
Aberta;2161140
Aberta;2161066
Aberta;2161056
Aberta;2161054
Aberta;2161032
Aberta;2161031
Aberta;2160980
Aberta;2160979
Aberta;2160949
Aberta;2160946
Aberta;2160898
Aberta;2160880
Aberta;2160874
Aberta;2160796
Aberta;2160794
Aberta;2160782
Aberta;2160781
Aberta;2160755
Aberta;2160753
Aberta;2160748
Aberta;2160722
Aberta;2160712
Aberta;2160705
Aberta;2160704
Aberta;2160639
Aberta;2160628
Aberta;2160626
Aberta;2160604
Aberta;2160587
Aberta;2160580
Aberta;2160572
Aberta;2160515
Aberta;2160488
Aberta;2160484
Aberta;2160448
Aberta;2160447
Aberta;2160446
Aberta;2160420
Aberta;2160405
Aberta;2160374
Aberta;2160365
Aberta;2160303
Aberta;2160299
Aberta;2160265
Aberta;2160248
Aberta;2160238
Aberta;2160202
Aberta;2160199
Aberta;2160198
Aberta;2160170
Aberta;2160159
Aberta;2160112
Aberta;2160097
Aberta;2160081
Aberta;2160076
Aberta;2160073
Aberta;2160057
Aberta;2160047
Aberta;2160006
Aberta;2159670
Aberta;2159668
Aberta;2159653
Aberta;2159650
Aberta;2159649
Aberta;2159631
Aberta;2159623
Aberta;2159620
Aberta;2159568
Aberta;2159561
Aberta;2159555
Aberta;2159507
Aberta;2159457
Aberta;2159449
Aberta;2159429
Aberta;2159421
Aberta;2159408
Aberta;2159373
Aberta;2159354
Aberta;2159349
Aberta;2159331
Aberta;2159318
Aberta;2159262
Aberta;2159219
Aberta;2159200
Aberta;2159197
Aberta;2159189
Aberta;2159187
Aberta;2159171
Aberta;2159132
Aberta;2159113
Aberta;2159102
Aberta;2159069
Aberta;2159018
Aberta;2159017
Aberta;2162176
Aberta;2162061
Aberta;2162035
Aberta;2162002
Aberta;2161969
Aberta;2161968
Aberta;2161943
Aberta;2161892
Aberta;2161888
Aberta;2161876
Aberta;2161851
Aberta;2161850
Aberta;2161849
Aberta;2161848
Aberta;2161811
Aberta;2161805
Aberta;2161800
Aberta;2161798
Aberta;2161783
Aberta;2161771
Aberta;2161749
Aberta;2161726
Aberta;2161723
Aberta;2161695
Aberta;2161673
Aberta;2161665
Aberta;2161635
Aberta;2161603
Aberta;2161479
Aberta;2161463
Aberta;2161443
Aberta;2161422
Aberta;2161370
Aberta;2161365
Aberta;2161341
Aberta;2161286
Aberta;2161269
Aberta;2161250
Aberta;2161153
Aberta;2161018
Aberta;2160996
Aberta;2160917
Aberta;2160889
Aberta;2160867
Aberta;2160866
Aberta;2160676
Aberta;2160641
Aberta;2160640
Aberta;2160618
Aberta;2160569
Aberta;2160505
Aberta;2160459
Aberta;2160393
Aberta;2160392
Aberta;2160373
Aberta;2160359
Aberta;2160328
Aberta;2160327
Aberta;2160321
Aberta;2160312
Aberta;2160236
Aberta;2160225
Aberta;2160210
Aberta;2160152
Aberta;2160151
Aberta;2160026
Aberta;2160001
Aberta;2159857
Aberta;2159831
Aberta;2159796
Aberta;2159779
Aberta;2159733
Aberta;2159624
Aberta;2159510
Aberta;2159376
Aberta;2159249
Aberta;2159220
Aberta;2159212
Aberta;2159146
Aberta;2159137
Aberta;2159067
Aberta;2159032
Aberta;2158984
Aberta;2158857
Aberta;2158849
Aberta;2158843
Aberta;2158838
Aberta;2158820
Aberta;2162253
Aberta;2162133
Aberta;2162026
Aberta;2162006
Aberta;2161978
Aberta;2161942
Aberta;2161940
Aberta;2161939
Aberta;2161933
Aberta;2161913
Aberta;2161902
Aberta;2161862
Aberta;2161847
Aberta;2161837
Aberta;2161777
Aberta;2161711
Aberta;2161709
Aberta;2161706
Aberta;2161701
Aberta;2161694
Aberta;2161692
Aberta;2161605
Aberta;2161590
Aberta;2161566
Aberta;2161489
Aberta;2161480
Aberta;2161438
Aberta;2161373
Aberta;2161322
Aberta;2161257
Aberta;2161187
Aberta;2161171
Aberta;2161047
Aberta;2160972
