Status Proposta;ID CONTRATO
Aberta;2116008
Finalizada;2116004
Aberta;2115925
Finalizada;2115902
Finalizada;2115891
Finalizada;2115888
Finalizada;2115886
Finalizada;2115885
Finalizada;2115883
Finalizada;2115882
Aberta;2116618
Aberta;2116140
Aberta;2116604
Aberta;2116257
Aberta;2116143
Finalizada;2116756
Aberta;2116749
Aberta;2116745
Aberta;2116684
Aberta;2116629
Aberta;2116447
Aberta;2116431
Aberta;2116376
Aberta;2116333
Aberta;2116220
Aberta;2116208
Aberta;2116194
Aberta;2116173
Aberta;2116172
Aberta;2116171
Aberta;2116159
Finalizada;2116158
Aberta;2116142
Aberta;2118405
Aberta;2118104
Finalizada;2118661
Finalizada;2118657
Aberta;2118626
Aberta;2118610
Aberta;2118584
Aberta;2118523
Aberta;2118507
Finalizada;2118495
Finalizada;2118472
Aberta;2118449
Aberta;2118394
Aberta;2118360
Finalizada;2118178
Aberta;2117981
Finalizada;2117960
Aberta;2117594
Aberta;2117568
Aberta;2117470
Aberta;2117391
Aberta;2117363
Aberta;2117189
Aberta;2117125
Aberta;2117051
Finalizada;2116867
Finalizada;2116713
Aberta;2119108
Aberta;2118832
Aberta;2118728
Aberta;2119976
Aberta;2121150
Aberta;2121145
Finalizada;2121139
Aberta;2121076
Aberta;2121054
Aberta;2121050
Aberta;2120855
Aberta;2120853
Aberta;2120828
Aberta;2120543
Aberta;2120248
Aberta;2120141
Aberta;2120045
Aberta;2119978
Finalizada;2119936
Aberta;2119935
Finalizada;2119873
Finalizada;2119849
Finalizada;2119686
Finalizada;2119482
Finalizada;2119039
Aberta;2121074
Aberta;2121065
Aberta;2120997
Aberta;2120957
Aberta;2120947
Aberta;2120935
Aberta;2120866
Aberta;2120387
Aberta;2108097
Aberta;2120361
Aberta;2107765
Aberta;2120356
Aberta;2120353
Aberta;2120251
Aberta;2120229
Aberta;2120198
Aberta;2120186
Aberta;2120128
Aberta;2120041
Aberta;2120029
Aberta;2119988
Aberta;2119959
Aberta;2119940
Aberta;2119851
Aberta;2119809
Aberta;2119805
Aberta;2119802
Aberta;2119750
Aberta;2119671
Aberta;2119608
Aberta;2119576
Aberta;2119469
Aberta;2119454
Aberta;2119452
Aberta;2119374
Aberta;2119174
Finalizada;2119129
Finalizada;2119086
Finalizada;2119056
Finalizada;2118923
Finalizada;2118808
Finalizada;2118787
Finalizada;2118717
Finalizada;2118710
Finalizada;2118698
Aberta;2121417
Aberta;2121661
Finalizada;2121660
Finalizada;2121640
Aberta;2121624
Aberta;2121599
Aberta;2121538
Aberta;2121290
Aberta;2121479
Finalizada;2123530
Finalizada;2123513
Aberta;2123482
Finalizada;2123439
Finalizada;2123424
Finalizada;2123423
Finalizada;2108104
Finalizada;2123226
Finalizada;2108102
Finalizada;2123093
Finalizada;2122875
Aberta;2122654
Finalizada;2122569
Finalizada;2107823
Finalizada;2122451
Finalizada;2122361
Finalizada;2122346
Finalizada;2122278
Finalizada;2107721
Aberta;2122042
Aberta;2121959
Aberta;2121918
Finalizada;2121745
Finalizada;2121556
Aberta;2123577
Aberta;2123556
Aberta;2123518
Aberta;2123507
Aberta;2123461
Aberta;2123446
Aberta;2123404
Aberta;2123376
Aberta;2123334
Aberta;2123328
Finalizada;2123054
Finalizada;2123000
Finalizada;2122928
Finalizada;2122924
Finalizada;2122900
Finalizada;2122841
Finalizada;2122833
Finalizada;2122795
Finalizada;2122687
Finalizada;2122500
Finalizada;2122488
Finalizada;2122459
Finalizada;2122452
Finalizada;2122398
Finalizada;2122294
Finalizada;2122217
Finalizada;2121860
Finalizada;2121836
Finalizada;2121804
Aberta;2124230
Aberta;2124158
Aberta;2124778
Aberta;2124771
Aberta;2124757
Aberta;2124733
Aberta;2124676
Aberta;2124654
Aberta;2124634
Aberta;2124441
Aberta;2124397
Aberta;2124361
Aberta;2124302
Aberta;2124286
Aberta;2124236
Aberta;2124067
Aberta;2123950
Aberta;2123851
Aberta;2123818
Aberta;2123776
Aberta;2123763
Aberta;2123712
Aberta;2123710
Aberta;2123706
Finalizada;2123636
Aberta;2123610
Aberta;2123605
Aberta;2123584
Finalizada;2126180
Finalizada;2126171
Aberta;2126154
Aberta;2126151
Finalizada;2126148
Aberta;2126139
Finalizada;2126138
Aberta;2126100
Aberta;2126097
Finalizada;2126062
Finalizada;2126034
Finalizada;2125981
Finalizada;2125960
Finalizada;2125862
Aberta;2125829
Aberta;2125779
Aberta;2125643
Finalizada;2125512
Finalizada;2125342
Finalizada;2125158
Aberta;2125096
Finalizada;2125091
Aberta;2124854
Aberta;2126688
Aberta;2126276
Finalizada;2126244
Aberta;2126228
Finalizada;2127773
Aberta;2127772
Aberta;2127769
Finalizada;2127766
Aberta;2127760
Aberta;2127736
Aberta;2127734
Aberta;2127713
Aberta;2127639
Aberta;2127610
Aberta;2127568
Aberta;2127513
Aberta;2127503
Aberta;2127485
Aberta;2127458
Aberta;2127297
Aberta;2127225
Aberta;2126892
Aberta;2126838
Aberta;2126647
Aberta;2126515
Aberta;2126418
Aberta;2126262
Aberta;2126260
Aberta;2126238
Aberta;2126230
Aberta;2126223
Aberta;2126219
Aberta;2126217
Aberta;2126215
Aberta;2126210
Aberta;2128751
Aberta;2129200
Finalizada;2129090
Aberta;2129256
Aberta;2129252
Aberta;2129222
Aberta;2129204
Aberta;2129193
Aberta;2129190
Aberta;2129189
Aberta;2129160
Aberta;2129141
Aberta;2129130
Aberta;2129124
Aberta;2129117
Aberta;2129074
Aberta;2129064
Aberta;2129016
Aberta;2129009
Aberta;2129280
Aberta;2129242
Aberta;2129235
Aberta;2129231
Aberta;2129228
Aberta;2129224
Aberta;2129207
Aberta;2129203
Aberta;2129195
Aberta;2129188
Aberta;2129181
Aberta;2129179
Aberta;2129176
Aberta;2129175
Aberta;2129172
Aberta;2129104
Aberta;2129103
Finalizada;2129102
Aberta;2129089
Aberta;2129080
Aberta;2129063
Aberta;2129051
Aberta;2129050
Aberta;2129040
Aberta;2129541
Aberta;2129313
Aberta;2129790
Aberta;2129617
Aberta;2129485
Finalizada;2129445
Aberta;2129289
Aberta;2131578
Aberta;2130707
Aberta;2131669
Aberta;2131652
Aberta;2131639
Aberta;2131634
Aberta;2131614
Finalizada;2131612
Finalizada;2131605
Finalizada;2131581
Finalizada;2131577
Finalizada;2131574
Finalizada;2131557
Finalizada;2131556
Finalizada;2131527
Finalizada;2131399
Finalizada;2131320
Finalizada;2131307
Aberta;2131300
Finalizada;2131258
Finalizada;2131235
Finalizada;2130987
Finalizada;2130932
Finalizada;2130914
Finalizada;2130803
Finalizada;2130674
Finalizada;2130571
Finalizada;2130498
Finalizada;2130424
Finalizada;2130205
Finalizada;2130076
Finalizada;2129941
Finalizada;2129886
Aberta;2131663
Aberta;2131659
Aberta;2131653
Aberta;2131648
Aberta;2131647
Aberta;2131646
Aberta;2131640
Aberta;2131610
Aberta;2131594
Aberta;2131579
Aberta;2131560
Aberta;2131549
Aberta;2131547
Aberta;2131540
Aberta;2131392
Aberta;2131366
Aberta;2131336
Aberta;2131214
Aberta;2131161
Aberta;2131089
Aberta;2131070
Aberta;2131010
Aberta;2131006
Aberta;2130978
Aberta;2130943
Aberta;2130852
Aberta;2130849
Aberta;2130840
Aberta;2130807
Aberta;2130786
Aberta;2130779
Aberta;2130664
Aberta;2130624
Aberta;2130598
Aberta;2130574
Aberta;2130555
Aberta;2130551
Aberta;2130549
Aberta;2130482
Aberta;2130368
Aberta;2130200
Aberta;2130162
Aberta;2130088
Finalizada;2116735
Aberta;2129994
Aberta;2129920
Finalizada;2116289
Aberta;2129899
Aberta;2131960
Aberta;2131802
Finalizada;2132589
Aberta;2132392
Aberta;2134093
Aberta;2134038
Aberta;2133984
Aberta;2133939
Aberta;2133072
Aberta;2134091
Aberta;2134089
Aberta;2134075
Aberta;2134065
Aberta;2134054
Aberta;2134010
Aberta;2134002
Aberta;2133996
Aberta;2133958
Aberta;2133528
Aberta;2133480
Aberta;2133426
Aberta;2133421
Aberta;2133398
Aberta;2133376
Finalizada;2133353
Aberta;2133224
Aberta;2133017
Aberta;2132902
Finalizada;2135748
Aberta;2135742
Aberta;2135723
Aberta;2135629
Aberta;2135572
Aberta;2135532
Aberta;2135527
Finalizada;2135350
Aberta;2135344
Aberta;2135187
Finalizada;2135087
Aberta;2135043
Aberta;2134965
Aberta;2134544
Aberta;2134367
Aberta;2135267
Aberta;2136629
Aberta;2136582
Finalizada;2136579
Aberta;2136578
Aberta;2136472
Aberta;2136268
Aberta;2136014
Aberta;2135849
Aberta;2135671
Aberta;2135508
Aberta;2135357
Aberta;2135355
Aberta;2135172
Aberta;2134705
Aberta;2134497
Aberta;2134461
Aberta;2134433
Finalizada;2136838
Aberta;2136805
Aberta;2136681
Aberta;2136664
Finalizada;2136628
Aberta;2136614
Aberta;2136605
Aberta;2136604
Aberta;2136552
Aberta;2136466
Aberta;2136392
Aberta;2136353
Finalizada;2136314
Aberta;2136296
Aberta;2136284
Aberta;2136142
Aberta;2136084
Aberta;2136071
Finalizada;2136033
Finalizada;2135968
Aberta;2135942
Finalizada;2135838
Aberta;2135808
Finalizada;2139237
Finalizada;2139225
Finalizada;2139217
Finalizada;2139203
Finalizada;2139200
Finalizada;2139197
Finalizada;2139123
Aberta;2139119
Aberta;2139036
Aberta;2139034
Aberta;2139019
Aberta;2138934
Finalizada;2138889
Finalizada;2138878
Finalizada;2138701
Finalizada;2138473
Finalizada;2138400
Finalizada;2138284
Finalizada;2138254
Finalizada;2138234
Finalizada;2138014
Finalizada;2137963
Finalizada;2137827
Finalizada;2137744
Finalizada;2137578
Finalizada;2139218
Finalizada;2139202
Finalizada;2139188
Finalizada;2139184
Finalizada;2139164
Finalizada;2139108
Finalizada;2139051
Finalizada;2139004
Finalizada;2138936
Finalizada;2138915
Aberta;2138680
Finalizada;2138662
Finalizada;2138643
Finalizada;2138513
Finalizada;2138288
Finalizada;2138260
Finalizada;2138109
Finalizada;2137428
Aberta;2139165
Aberta;2137084
Aberta;2136659
Finalizada;2121664
Aberta;2121408
Finalizada;2121300
Finalizada;2121289
Finalizada;2121225
Finalizada;2121203
Finalizada;2121202
Finalizada;2121182
Aberta;2124672
Aberta;2123583
Finalizada;2124333
Finalizada;2124058
Finalizada;2129834
Finalizada;2129330
Aberta;2129835
Finalizada;2129637
Finalizada;2129633
Finalizada;2129529
Finalizada;2129381
Finalizada;2129299
Aberta;2132068
Aberta;2131769
Aberta;2132571
Aberta;2132552
Aberta;2132383
Aberta;2132247
Aberta;2131999
Aberta;2135193
Finalizada;2135699
Aberta;2135688
Aberta;2135580
Aberta;2135336
Aberta;2135183
Aberta;2135146
Finalizada;2135132
Aberta;2135048
Aberta;2134991
Aberta;2134913
Aberta;2134781
Finalizada;2134743
Aberta;2134718
Finalizada;2134669
Finalizada;2134663
Aberta;2134596
Finalizada;2134558
Finalizada;2134407
Aberta;2134200
Aberta;2134108
Aberta;2136949
Aberta;2136938
Aberta;2136822
Finalizada;2136738
Finalizada;2136657
Aberta;2087160
Aberta;2087147
Finalizada;2087153
Finalizada;2087201
Finalizada;2087179
Finalizada;2087124
Finalizada;2087200
Finalizada;2087162
Aberta;2087644
Aberta;2087060
Aberta;2087205
Finalizada;2088641
Finalizada;2088127
Finalizada;2088088
Finalizada;2089220
Finalizada;2088627
Aberta;2088459
Finalizada;2087782
Finalizada;2089082
Finalizada;2089073
Finalizada;2088968
Aberta;2088901
Finalizada;2088876
Aberta;2088256
Aberta;2087485
Finalizada;2088827
Finalizada;2088252
Aberta;2087518
Finalizada;2087248
Finalizada;2088966
Finalizada;2088929
Finalizada;2088223
Aberta;2087428
Aberta;2089623
Aberta;2087923
Aberta;2091658
Aberta;2091652
Finalizada;2093662
Aberta;2092286
Aberta;2097591
Finalizada;2097302
Finalizada;2097237
Finalizada;2097106
Finalizada;2096980
Finalizada;2096822
Finalizada;2096706
Finalizada;2096523
Finalizada;2096501
Finalizada;2096405
Finalizada;2096235
Finalizada;2096202
Aberta;2096182
Finalizada;2096167
Finalizada;2096147
Finalizada;2096127
Aberta;2096041
Finalizada;2096018
Finalizada;2095918
Finalizada;2095852
Finalizada;2095843
Finalizada;2095785
Finalizada;2095741
Finalizada;2095722
Finalizada;2095713
Finalizada;2095654
Finalizada;2095650
Finalizada;2095640
Finalizada;2095572
Finalizada;2095567
Finalizada;2095467
Finalizada;2095330
Finalizada;2095214
Finalizada;2095067
Finalizada;2094997
Finalizada;2094950
Finalizada;2094869
Finalizada;2094860
Finalizada;2094854
Finalizada;2094776
Finalizada;2094704
Finalizada;2094694
Finalizada;2094466
Finalizada;2094410
Aberta;2094203
Aberta;2094201
Aberta;2094076
Aberta;2094020
Aberta;2093990
Aberta;2093948
Aberta;2093889
Aberta;2093882
Aberta;2093804
Aberta;2093704
Aberta;2093695
Aberta;2093597
Aberta;2093513
Aberta;2093103
Aberta;2093074
Aberta;2093009
Aberta;2092928
Finalizada;2092616
Finalizada;2092487
Finalizada;2092169
Finalizada;2091862
Finalizada;2091853
Aberta;2091850
Finalizada;2091801
Finalizada;2091640
Aberta;2091586
Aberta;2097704
Finalizada;2097674
Finalizada;2097658
Finalizada;2097392
Aberta;2097199
Finalizada;2097133
Finalizada;2096945
Finalizada;2096940
Finalizada;2096744
Finalizada;2096700
Finalizada;2096634
Finalizada;2096620
Finalizada;2096238
Finalizada;2096161
Finalizada;2096155
Finalizada;2096099
Finalizada;2095998
Finalizada;2095933
Finalizada;2095932
Finalizada;2095823
Finalizada;2095772
Finalizada;2095748
Finalizada;2095693
Finalizada;2095662
Finalizada;2095591
Finalizada;2095569
Finalizada;2095484
Finalizada;2095482
Finalizada;2095464
Finalizada;2095462
Finalizada;2095317
Finalizada;2095314
Finalizada;2095132
Finalizada;2095096
Finalizada;2095058
Finalizada;2095024
Finalizada;2094985
Finalizada;2094947
Finalizada;2094944
Finalizada;2094918
Finalizada;2094863
Finalizada;2094831
Finalizada;2094797
Finalizada;2094633
Finalizada;2094490
Finalizada;2094481
Aberta;2094373
Aberta;2094316
Finalizada;2094163
Finalizada;2094056
Aberta;2094031
Finalizada;2093753
Finalizada;2093696
Finalizada;2093660
Finalizada;2093511
Finalizada;2093442
Finalizada;2093401
Finalizada;2093396
Finalizada;2093336
Finalizada;2093280
Finalizada;2093262
Finalizada;2093116
Aberta;2092877
Finalizada;2092839
Finalizada;2092823
Finalizada;2092675
Finalizada;2092536
Finalizada;2092414
Finalizada;2092381
Finalizada;2092021
Finalizada;2091829
Finalizada;2091793
Finalizada;2091772
Finalizada;2091767
Finalizada;2091722
Finalizada;2097238
Aberta;2096289
Aberta;2096185
Aberta;2095926
Aberta;2095604
Finalizada;2095315
Aberta;2093927
Aberta;2093899
Aberta;2104165
Aberta;2104024
Finalizada;2104007
Finalizada;2103958
Finalizada;2103835
Finalizada;2103039
Aberta;2102953
Finalizada;2102870
Finalizada;2102836
Finalizada;2102812
Finalizada;2102690
Finalizada;2102489
Finalizada;2102242
Finalizada;2102236
Aberta;2107546
Aberta;2107217
Aberta;2106834
Aberta;2106778
Finalizada;2106731
Aberta;2106484
Aberta;2106396
Aberta;2107720
Finalizada;2110394
Finalizada;2110385
Finalizada;2110191
Finalizada;2110108
Finalizada;2109363
Finalizada;2109129
Finalizada;2108297
Finalizada;2107992
Finalizada;2107739
Aberta;2110834
Aberta;2110797
Aberta;2110710
Aberta;2110665
Aberta;2111646
Aberta;2112114
Aberta;2111991
Aberta;2111349
Aberta;2111287
Aberta;2111283
Aberta;2112330
Aberta;2112282
Aberta;2112239
Aberta;2112026
Finalizada;2111766
Finalizada;2111679
Finalizada;2111125
Finalizada;2114332
Finalizada;2114057
Finalizada;2114022
Finalizada;2113957
Finalizada;2113857
Finalizada;2113854
Aberta;2113550
Finalizada;2113529
Finalizada;2113408
Finalizada;2113238
Aberta;2113109
Aberta;2116064
Aberta;2116042
Aberta;2116138
Finalizada;2116089
Finalizada;2116066
Finalizada;2116002
Aberta;2115860
Aberta;2116663
Aberta;2116313
Aberta;2116176
Finalizada;2116157
Aberta;2118368
Aberta;2118026
Aberta;2117669
Aberta;2117272
Finalizada;2116833
Finalizada;2116318
Aberta;2121153
Aberta;2121134
Aberta;2121100
Aberta;2120639
Aberta;2119953
Finalizada;2119660
Finalizada;2119303
Finalizada;2119098
Aberta;2118690
Finalizada;2120958
Aberta;2120918
Aberta;2120003
Aberta;2119921
Aberta;2119569
Aberta;2119263
Finalizada;2119016
Aberta;2121270
Aberta;2121189
Aberta;2121483
Finalizada;2123456
Finalizada;2123149
Finalizada;2122749
Finalizada;2122525
Finalizada;2121217
Aberta;2123560
Aberta;2123285
Aberta;2123107
Finalizada;2123078
Finalizada;2122991
Finalizada;2122424
Finalizada;2122040
Aberta;2122002
Aberta;2123666
Finalizada;2124392
Aberta;2123984
Aberta;2123798
Aberta;2124709
Aberta;2124330
Aberta;2123983
Aberta;2123866
Finalizada;2123663
Aberta;2123608
Aberta;2125901
Aberta;2124960
Finalizada;2124831
Finalizada;2124613
Finalizada;2124137
Finalizada;2123897
Aberta;2123622
Aberta;2123598
Aberta;2126272
Aberta;2126242
Aberta;2126233
Finalizada;2127491
Aberta;2126895
Aberta;2126585
Aberta;2126476
Aberta;2126351
Aberta;2126234
Aberta;2126222
Aberta;2129221
Aberta;2129151
Aberta;2129105
Aberta;2129068
Aberta;2129037
Aberta;2129030
Aberta;2129249
Aberta;2129239
Aberta;2129212
Aberta;2129194
Aberta;2129192
Aberta;2129182
Aberta;2129019
Finalizada;2129839
Aberta;2131616
Finalizada;2131347
Finalizada;2131016
Finalizada;2130763
Finalizada;2130729
Finalizada;2130607
Finalizada;2130594
Finalizada;2129762
Finalizada;2129290
Aberta;2131641
Aberta;2131617
Aberta;2131587
Aberta;2131538
Aberta;2131513
Aberta;2131508
Aberta;2130376
Aberta;2130185
Aberta;2130182
Aberta;2130115
Aberta;2130029
Aberta;2129893
Finalizada;2129428
Finalizada;2129297
Finalizada;2129287
Aberta;2131780
Finalizada;2131757
Aberta;2131705
Aberta;2132316
Aberta;2131687
Aberta;2132825
Aberta;2132365
Finalizada;2133967
Aberta;2133882
Aberta;2133212
Aberta;2133162
Aberta;2133142
Aberta;2133044
Aberta;2132658
Aberta;2132057
Aberta;2135557
Aberta;2134125
Finalizada;2134156
Finalizada;2136877
Aberta;2136679
Aberta;2136491
Aberta;2136412
Aberta;2136408
Aberta;2135980
Aberta;2135764
Aberta;2135530
Aberta;2135509
Aberta;2135199
Aberta;2134510
Aberta;2136803
Aberta;2136684
Aberta;2136667
Finalizada;2136665
Finalizada;2136660
Aberta;2136537
Aberta;2136534
Aberta;2136515
Aberta;2136460
Aberta;2136372
Aberta;2136252
Aberta;2135823
Finalizada;2135771
Finalizada;2135652
Aberta;2135640
Aberta;2135618
Aberta;2135533
Finalizada;2135145
Finalizada;2134959
Aberta;2134871
Finalizada;2134696
Aberta;2134628
Aberta;2134224
Aberta;2134110
Aberta;2141543
Aberta;2140443
Aberta;2140320
Aberta;2145191
Finalizada;2145179
Aberta;2145166
Aberta;2145150
Aberta;2145138
Aberta;2145135
Aberta;2145069
Aberta;2145053
Aberta;2145032
Aberta;2145016
Aberta;2144910
Aberta;2144852
Aberta;2144295
Aberta;2144154
Finalizada;2144035
Finalizada;2143963
Aberta;2143931
Finalizada;2143889
Finalizada;2143815
Finalizada;2143583
Finalizada;2143258
Finalizada;2143230
Finalizada;2143179
Finalizada;2143161
Finalizada;2143105
Aberta;2143073
Aberta;2143014
Aberta;2142959
Aberta;2142812
Aberta;2142759
Aberta;2142670
Aberta;2142585
Aberta;2145133
Aberta;2145126
Finalizada;2145118
Finalizada;2145085
Finalizada;2145074
Finalizada;2145000
Finalizada;2144949
Finalizada;2144285
Finalizada;2144108
Finalizada;2143988
Finalizada;2143971
Finalizada;2143573
Finalizada;2143476
Finalizada;2142790
Finalizada;2147702
Finalizada;2147698
Finalizada;2147679
Finalizada;2147676
Finalizada;2147674
Finalizada;2147668
Finalizada;2147665
Finalizada;2147662
Finalizada;2147655
Finalizada;2147632
Finalizada;2147529
Finalizada;2147426
Finalizada;2147371
Finalizada;2147320
Finalizada;2147248
Finalizada;2147195
Finalizada;2147030
Finalizada;2146973
Finalizada;2146920
Finalizada;2146602
Finalizada;2146483
Finalizada;2146271
Finalizada;2146143
Finalizada;2146028
Finalizada;2145915
Finalizada;2145895
Finalizada;2145852
Finalizada;2145847
Finalizada;2145705
Finalizada;2145672
Finalizada;2145586
Finalizada;2145455
Finalizada;2145304
Finalizada;2145217
Finalizada;2145211
Finalizada;2147687
Finalizada;2147648
Finalizada;2147645
Finalizada;2147642
Finalizada;2147636
Finalizada;2147620
Finalizada;2147613
Finalizada;2147573
Finalizada;2147544
Finalizada;2147542
Aberta;2147276
Aberta;2147270
Aberta;2147231
Aberta;2147193
Aberta;2146933
Finalizada;2146802
Aberta;2146644
Aberta;2146517
Aberta;2146516
Finalizada;2146347
Finalizada;2146302
Aberta;2145949
Finalizada;2145935
Finalizada;2145223
Finalizada;2145205
Finalizada;2128048
Aberta;2147748
Aberta;2147707
Aberta;2147597
Aberta;2147275
Aberta;2146991
Aberta;2146939
Finalizada;2142127
Finalizada;2141964
Finalizada;2141861
Finalizada;2141765
Finalizada;2128980
Finalizada;2128676
Finalizada;2127927
Finalizada;2123487
Finalizada;2148905
Finalizada;2148893
Finalizada;2148867
Finalizada;2148855
Finalizada;2148816
Finalizada;2148792
Finalizada;2148765
Finalizada;2148724
Finalizada;2148561
Finalizada;2148560
Finalizada;2148506
Finalizada;2148181
Finalizada;2148117
Finalizada;2147923
Finalizada;2147909
Finalizada;2147848
Finalizada;2147824
Finalizada;2148700
Finalizada;2147855
Finalizada;2148650
Finalizada;2148540
Finalizada;2148500
Finalizada;2148028
Finalizada;2149657
Finalizada;2149615
Finalizada;2149416
Finalizada;2149286
Finalizada;2149272
Finalizada;2149197
Finalizada;2149181
Finalizada;2149154
Finalizada;2149131
Finalizada;2149115
Finalizada;2149109
Finalizada;2149102
Finalizada;2149045
Finalizada;2148919
Finalizada;2149450
Finalizada;2149091
Finalizada;2148996
Finalizada;2149478
Finalizada;2149470
Finalizada;2149145
Finalizada;2148937
Finalizada;2150243
Finalizada;2150237
Finalizada;2150210
Finalizada;2150208
Aberta;2150151
Aberta;2150117
Finalizada;2150110
Finalizada;2150077
Finalizada;2150074
Finalizada;2150059
Finalizada;2149913
Finalizada;2149904
Finalizada;2149782
Finalizada;2149727
Finalizada;2149713
Finalizada;2149694
Finalizada;2150239
Finalizada;2150192
Finalizada;2150212
Finalizada;2150188
Finalizada;2150187
Finalizada;2150181
Finalizada;2150178
Finalizada;2150173
Finalizada;2150142
Finalizada;2150125
Finalizada;2150036
Finalizada;2150025
Aberta;2149878
Finalizada;2149693
